epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
155,26991.6,2.73629,1.65223,1.93875,0.58663,0.42807,0.46858,0.27943,2.63091,1.75867,1.9386,0.002377,0.002377,0.002377
156,27164.6,2.73838,1.64906,1.93613,0.56746,0.43568,0.46902,0.28046,2.63062,1.75892,1.93834,0.0023275,0.0023275,0.0023275
157,27337.6,2.7413,1.65506,1.93467,0.56765,0.4347,0.46907,0.2806,2.62942,1.75917,1.93839,0.002278,0.002278,0.002278
158,27510.8,2.7466,1.65601,1.93815,0.57036,0.43349,0.4685,0.28016,2.62943,1.75926,1.93819,0.0022285,0.0022285,0.0022285
159,27684.2,2.73436,1.64358,1.93286,0.57405,0.43288,0.4687,0.28012,2.63043,1.75893,1.93826,0.002179,0.002179,0.002179
160,27857.2,2.7306,1.63792,1.93379,0.5732,0.4324,0.46879,0.28008,2.63027,1.75998,1.93826,0.0021295,0.0021295,0.0021295
161,28030.5,2.72652,1.63988,1.93459,0.5726,0.43157,0.46834,0.27975,2.63041,1.76002,1.93813,0.00208,0.00208,0.00208
162,28202.9,2.72704,1.63789,1.93482,0.58641,0.42769,0.4684,0.28002,2.63101,1.76062,1.93794,0.0020305,0.0020305,0.0020305
163,28375.1,2.72782,1.64274,1.93117,0.57783,0.42983,0.46872,0.28039,2.63113,1.76074,1.93813,0.001981,0.001981,0.001981
164,28548.2,2.71971,1.63535,1.93173,0.58939,0.42568,0.46939,0.28115,2.63138,1.76084,1.9382,0.0019315,0.0019315,0.0019315
165,28721.2,2.7135,1.62696,1.92777,0.5845,0.42646,0.4695,0.28121,2.6317,1.76149,1.93795,0.001882,0.001882,0.001882
166,28894.1,2.71537,1.6279,1.93024,0.58607,0.42618,0.46928,0.28125,2.63178,1.76207,1.93787,0.0018325,0.0018325,0.0018325
167,29067.2,2.71057,1.62365,1.92673,0.58092,0.42821,0.46967,0.28119,2.63106,1.76204,1.93774,0.001783,0.001783,0.001783
168,29240.2,2.71707,1.62461,1.92574,0.5837,0.427,0.46976,0.28167,2.63127,1.76244,1.9376,0.0017335,0.0017335,0.0017335
169,29413.3,2.70852,1.62191,1.92504,0.59388,0.42174,0.46899,0.28133,2.63161,1.76164,1.9376,0.001684,0.001684,0.001684
170,29586.5,2.70516,1.61817,1.92525,0.56487,0.43449,0.4696,0.28133,2.63106,1.76305,1.93739,0.0016345,0.0016345,0.0016345
171,29759.6,2.71731,1.62361,1.92263,0.56395,0.43307,0.46947,0.28142,2.63061,1.76248,1.93727,0.001585,0.001585,0.001585
172,29932.4,2.70105,1.61044,1.92502,0.56465,0.43351,0.46952,0.28139,2.63039,1.76244,1.93714,0.0015355,0.0015355,0.0015355
173,30105.2,2.69333,1.60619,1.92457,0.57106,0.42945,0.46933,0.28106,2.63031,1.76274,1.93719,0.001486,0.001486,0.001486
174,30277.8,2.69661,1.60927,1.91885,0.56343,0.43823,0.46936,0.28106,2.63023,1.76345,1.93727,0.0014365,0.0014365,0.0014365
175,30450.9,2.68779,1.60103,1.91829,0.56407,0.43303,0.46984,0.28144,2.63058,1.76406,1.93701,0.001387,0.001387,0.001387
176,30624,2.69985,1.60479,1.91755,0.56293,0.43395,0.46968,0.28133,2.63052,1.76531,1.93704,0.0013375,0.0013375,0.0013375
177,30797.2,2.69282,1.59586,1.91763,0.57097,0.42779,0.46998,0.28147,2.62999,1.76589,1.93691,0.001288,0.001288,0.001288
178,30970.5,2.6817,1.5977,1.91545,0.57224,0.42848,0.46982,0.281,2.62963,1.76598,1.93677,0.0012385,0.0012385,0.0012385
179,31143.6,2.67558,1.59106,1.91433,0.57045,0.42696,0.46964,0.2811,2.62958,1.76719,1.93677,0.001189,0.001189,0.001189
180,31316.8,2.68631,1.59805,1.91768,0.57481,0.42904,0.46958,0.28088,2.62968,1.76654,1.93698,0.0011395,0.0011395,0.0011395
181,31490.3,2.67795,1.58879,1.91402,0.57194,0.42697,0.46921,0.28047,2.63011,1.76607,1.93713,0.00109,0.00109,0.00109
182,31663.8,2.67856,1.58377,1.91288,0.57577,0.42894,0.46937,0.28032,2.62982,1.76692,1.93687,0.0010405,0.0010405,0.0010405
183,31836.3,2.67326,1.58506,1.91282,0.57909,0.43087,0.46933,0.28033,2.62986,1.76658,1.93695,0.000991,0.000991,0.000991
